model,obs,lead_day,threshold_mm_day,season,forecast_probability,observed_frequency,count,abs_calibration_gap,weighted_abs_gap,ece
gencast,ERA5,1,10,annual,1.0,0.7926068170907346,2083,0.20739318290926545,0.0028124999999999995,0.02557356770833333
gencast,ERA5,1,20,annual,0.0,0.005544951725483093,143554,0.005544951725483093,0.005182291666666666,0.012264973958333333
gencast,ERA5,1,20,annual,0.1,0.08134202268887279,4143,0.018657977311127213,0.0005032552083333336,0.012264973958333333
gencast,ERA5,1,20,annual,0.2,0.12982456140350876,1995,0.07017543859649125,0.0009114583333333337,0.012264973958333333
gencast,ERA5,1,20,annual,0.3,0.1654320987654321,1215,0.13456790123456788,0.0010644531249999999,0.012264973958333333
gencast,ERA5,1,20,annual,0.4,0.23246753246753246,770,0.16753246753246756,0.0008398437500000002,0.012264973958333333
gencast,ERA5,1,20,annual,0.5,0.2721238938053097,452,0.2278761061946903,0.0006705729166666666,0.012264973958333333
gencast,ERA5,1,20,annual,0.6,0.31843575418994413,358,0.28156424581005585,0.0006562499999999999,0.012264973958333333
gencast,ERA5,1,20,annual,0.7,0.3986013986013986,286,0.30139860139860136,0.0005611979166666667,0.012264973958333333
gencast,ERA5,1,20,annual,0.8,0.42323651452282157,241,0.3767634854771785,0.0005911458333333334,0.012264973958333333
gencast,ERA5,1,20,annual,0.9,0.5391705069124424,217,0.36082949308755763,0.000509765625,0.012264973958333333
gencast,ERA5,1,20,annual,1.0,0.6775067750677507,369,0.3224932249322493,0.0007747395833333332,0.012264973958333333
gencast,ERA5,3,1,annual,0.0,0.02464868862718325,70308,0.02464868862718325,0.011207833195364239,0.03340425807119206
gencast,ERA5,3,1,annual,0.1,0.14743188224240525,12772,0.04743188224240524,0.003917891142384104,0.03340425807119206
gencast,ERA5,3,1,annual,0.2,0.2613354240167255,7653,0.06133542401672548,0.003035751241721855,0.03340425807119206
gencast,ERA5,3,1,annual,0.3,0.3513011152416357,5918,0.05130111524163572,0.0019634726821192066,0.03340425807119206
gencast,ERA5,3,1,annual,0.4,0.44368231046931406,5540,0.043682310469314034,0.0015650869205297998,0.03340425807119206
