hits,misses,false_alarms,correct_negatives,pod,far,csi,frequency_bias,observed_event_rate,forecast_event_rate,model,obs,lead_day,threshold_mm_day,season
15783,2144,8563,20614,0.8804038600992916,0.3517210219337879,0.5958097395243488,1.3580632565404138,0.38058338994565216,0.5168563179347826,neuralgcm,ERA5,3,1,MAM
5645,3038,4705,33716,0.6501209259472532,0.45458937198067634,0.42164625037346876,1.1919843372106416,0.18433678668478262,0.2197265625,neuralgcm,ERA5,3,5,MAM
1403,2899,1831,40971,0.32612738261273827,0.5661719233147805,0.22876243274090982,0.7517433751743375,0.09132982336956522,0.06865658967391304,neuralgcm,ERA5,3,10,MAM
136,1073,216,45679,0.11248966087675766,0.6136363636363636,0.09543859649122807,0.29114971050454924,0.025666610054347828,0.007472826086956522,neuralgcm,ERA5,3,20,MAM
14393,3534,4662,24515,0.8028671835778435,0.2446601941747573,0.6371685333569437,1.0629218497238802,0.38058338994565216,0.4045304008152174,fourcastnet,ERA5,5,1,MAM
4018,4665,2009,36412,0.46274329148911664,0.3333333333333333,0.375794986906098,0.694114937233675,0.18433678668478262,0.12795091711956522,fourcastnet,ERA5,5,5,MAM
1052,3250,756,42046,0.24453742445374244,0.41814159292035397,0.20798734677738237,0.4202696420269642,0.09132982336956522,0.03838315217391304,fourcastnet,ERA5,5,10,MAM
122,1087,124,45771,0.10090984284532671,0.5040650406504065,0.09152288072018004,0.20347394540942929,0.025666610054347828,0.005222486413043478,fourcastnet,ERA5,5,20,MAM
15824,2103,5834,23343,0.8826909131477659,0.26936928617600886,0.6659652371533185,1.2081218274111676,0.38058338994565216,0.45979110054347827,gencast,ERA5,5,1,MAM
6039,2644,3627,34794,0.6954969480594264,0.3752327746741155,0.4905767668562145,1.1132097201428077,0.18433678668478262,0.2052055027173913,gencast,ERA5,5,5,MAM
1862,2440,1464,41338,0.4328219432821943,0.4401683704149128,0.32292750607006593,0.7731287773128778,0.09132982336956522,0.07060971467391304,gencast,ERA5,5,10,MAM
247,962,259,45636,0.20430107526881722,0.5118577075098815,0.16825613079019072,0.4185277088502895,0.025666610054347828,0.0107421875,gencast,ERA5,5,20,MAM
15691,2236,13622,15555,0.8752719361856418,0.464708491113158,0.4973533234016926,1.635131366095833,0.38058338994565216,0.6223038383152174,graphcast,ERA5,5,1,MAM
4220,4463,6135,32286,0.4860071403892664,0.5924674070497344,0.2847887704143609,1.1925601750547046,0.18433678668478262,0.21983271059782608,graphcast,ERA5,5,5,MAM
1029,3273,2460,40342,0.2391910739191074,0.705073086844368,0.15217391304347827,0.8110181311018131,0.09132982336956522,0.07407014266304347,graphcast,ERA5,5,10,MAM
71,1138,243,45652,0.058726220016542596,0.7738853503184714,0.048898071625344354,0.2597187758478081,0.025666610054347828,0.006666100543478261,graphcast,ERA5,5,20,MAM
15936,1991,8882,20295,0.8889384726948178,0.35788540575388833,0.5944272445820433,1.3843922574887042,0.38058338994565216,0.5268766983695652,neuralgcm,ERA5,5,1,MAM
5280,3403,4337,34084,0.6080847633306461,0.4509722366642404,0.4055299539170507,1.1075665092709892,0.18433678668478262,0.20416525135869565,neuralgcm,ERA5,5,5,MAM
1218,3084,1591,41211,0.28312412831241285,0.5663937344250622,0.20668589852367214,0.6529521152952116,0.09132982336956522,0.059634001358695655,neuralgcm,ERA5,5,10,MAM
75,1134,121,45774,0.062034739454094295,0.6173469387755102,0.05639097744360902,0.1621174524400331,0.025666610054347828,0.004161005434782609,neuralgcm,ERA5,5,20,MAM
14122,3805,4918,24259,0.7877503207452446,0.2582983193277311,0.6181659006347122,1.0620851229988286,0.38058338994565216,0.40421195652173914,fourcastnet,ERA5,7,1,MAM
3661,5022,2072,36349,0.42162846942301047,0.3614163614163614,0.34039981403998143,0.660255672002764,0.18433678668478262,0.12170940896739131,fourcastnet,ERA5,7,5,MAM
899,3403,744,42058,0.2089725708972571,0.4528301886792453,0.1781609195402299,0.3819153881915388,0.09132982336956522,0.034880264945652176,fourcastnet,ERA5,7,10,MAM
83,1126,117,45778,0.06865177832919768,0.585,0.06259426847662142,0.1654259718775848,0.025666610054347828,0.004245923913043478,fourcastnet,ERA5,7,20,MAM
15959,1968,6497,22680,0.8902214536732304,0.2893213395083719,0.653414674091058,1.2526356891839125,0.38058338994565216,0.47673233695652173,gencast,ERA5,7,1,MAM
